Date,Open,High,Low,Close,Adj Close,Volume
1997-09-26,0.203646,0.213021,0.202604,0.208333,0.208333,54624000
1997-09-29,0.207292,0.209375,0.197917,0.202083,0.202083,47424000
1997-09-30,0.200000,0.217448,0.190104,0.216927,0.216927,105096000
1997-10-01,0.221875,0.225000,0.196875,0.201042,0.201042,99984000
1997-10-02,0.202083,0.208854,0.199479,0.200521,0.200521,37536000
1997-10-03,0.204167,0.206250,0.198958,0.200781,0.200781,23280000
1997-10-06,0.200000,0.206250,0.197135,0.206250,0.206250,40560000
1997-10-07,0.204167,0.209375,0.202083,0.202865,0.202865,34848000
1997-10-08,0.207292,0.208333,0.199219,0.200260,0.200260,56136000
1997-10-09,0.200000,0.201042,0.186979,0.187500,0.187500,79008000
1997-10-10,0.186458,0.203125,0.183333,0.195052,0.195052,75744000
1997-10-13,0.196354,0.202083,0.196354,0.200000,0.200000,16296000
1997-10-14,0.203125,0.205208,0.191667,0.198958,0.198958,30936000
1997-10-15,0.198438,0.198438,0.188542,0.196094,0.196094,47112000
1997-10-16,0.198958,0.198958,0.180208,0.181250,0.181250,69624000
1997-10-17,0.180729,0.182813,0.176042,0.181250,0.181250,50688000
1997-10-20,0.183854,0.193750,0.183333,0.191146,0.191146,98256000
1997-10-21,0.197917,0.221875,0.192708,0.221354,0.221354,241920000
1997-10-22,0.220833,0.230990,0.218750,0.226042,0.226042,104160000
1997-10-23,0.211458,0.228125,0.209375,0.225000,0.225000,113136000
1997-10-24,0.237500,0.253125,0.227083,0.251302,0.251302,189840000
1997-10-27,0.240104,0.250521,0.211458,0.213542,0.213542,121824000
1997-10-28,0.195833,0.250000,0.193750,0.247396,0.247396,234384000
1997-10-29,0.257292,0.275000,0.250000,0.269531,0.269531,142536000
1997-10-30,0.260417,0.267708,0.252083,0.256250,0.256250,95400000
1997-10-31,0.268229,0.272917,0.248438,0.254167,0.254167,100536000
1997-11-03,0.260938,0.260938,0.247396,0.253646,0.253646,39984000
1997-11-04,0.250000,0.252604,0.241146,0.247917,0.247917,47304000
1997-11-05,0.248958,0.255990,0.243750,0.243750,0.243750,61872000
1997-11-06,0.245833,0.245833,0.231771,0.233073,0.233073,58272000
1997-11-07,0.220833,0.232031,0.219271,0.223958,0.223958,52536000
1997-11-10,0.225000,0.228125,0.210417,0.210417,0.210417,55296000
1997-11-11,0.212240,0.215625,0.195833,0.197396,0.197396,86256000
1997-11-12,0.188802,0.209375,0.183333,0.188542,0.188542,173664000
1997-11-13,0.197396,0.198438,0.188542,0.192969,0.192969,85800000
1997-11-14,0.196875,0.210417,0.189063,0.208333,0.208333,117384000
1997-11-17,0.211458,0.227083,0.210938,0.218750,0.218750,147888000
1997-11-18,0.218750,0.223958,0.217188,0.220833,0.220833,37320000
1997-11-19,0.220313,0.226042,0.215625,0.225521,0.225521,50688000
1997-11-20,0.228646,0.230208,0.225521,0.229167,0.229167,118464000
1997-11-21,0.227604,0.229167,0.224479,0.224479,0.224479,52056000
1997-11-24,0.218750,0.220833,0.211458,0.211458,0.211458,40392000
1997-11-25,0.211979,0.216667,0.202083,0.210156,0.210156,66096000
1997-11-26,0.211979,0.220573,0.211979,0.213021,0.213021,32616000
1997-11-28,0.213542,0.216667,0.205729,0.206250,0.206250,32064000
1997-12-01,0.211979,0.218750,0.206771,0.213542,0.213542,47664000
1997-12-02,0.213021,0.215104,0.208854,0.211719,0.211719,25248000
1997-12-03,0.209896,0.218750,0.209375,0.218229,0.218229,25800000
1997-12-04,0.220052,0.227604,0.219271,0.225000,0.225000,60768000
1997-12-05,0.221875,0.229688,0.217708,0.229688,0.229688,53232000
1997-12-08,0.227083,0.238542,0.226042,0.235417,0.235417,95328000
1997-12-09,0.233333,0.238542,0.230208,0.234375,0.234375,26640000
1997-12-10,0.229167,0.231250,0.219792,0.225521,0.225521,28896000
1997-12-11,0.219792,0.241667,0.219792,0.234375,0.234375,100296000
1997-12-12,0.232292,0.240104,0.220313,0.227083,0.227083,53448000
1997-12-15,0.229167,0.233333,0.220313,0.229167,0.229167,33888000
1997-12-16,0.232292,0.232292,0.222917,0.222917,0.222917,33744000
1997-12-17,0.218750,0.222917,0.212760,0.219531,0.219531,122808000
1997-12-18,0.217708,0.221354,0.211458,0.214583,0.214583,64080000
1997-12-19,0.211458,0.226042,0.208333,0.225000,0.225000,95064000
1997-12-22,0.225000,0.239063,0.221615,0.234896,0.234896,87048000
1997-12-23,0.234375,0.236979,0.231250,0.231250,0.231250,23544000
1997-12-24,0.231250,0.235417,0.223438,0.230208,0.230208,46728000
1997-12-26,0.228125,0.232292,0.224479,0.226042,0.226042,9744000
1997-12-29,0.229167,0.239063,0.226563,0.237500,0.237500,51048000
1997-12-30,0.241667,0.245313,0.239063,0.242448,0.242448,125712000
1997-12-31,0.243750,0.252083,0.242188,0.251042,0.251042,88920000
1998-01-02,0.250000,0.250000,0.239844,0.247917,0.247917,33216000
1998-01-05,0.244271,0.246875,0.235417,0.237500,0.237500,71808000
1998-01-06,0.234896,0.243750,0.233333,0.241927,0.241927,83496000
1998-01-07,0.241667,0.241667,0.234635,0.239063,0.239063,54504000
1998-01-08,0.234896,0.235156,0.226563,0.230729,0.230729,120312000
1998-01-09,0.233333,0.233333,0.211458,0.213021,0.213021,132864000
1998-01-12,0.208333,0.219271,0.207292,0.215104,0.215104,148032000
1998-01-13,0.217188,0.233333,0.216146,0.232292,0.232292,146424000
1998-01-14,0.232813,0.243750,0.231250,0.243750,0.243750,170112000
1998-01-15,0.239583,0.250521,0.239583,0.247656,0.247656,120288000
1998-01-16,0.247917,0.248958,0.238542,0.239583,0.239583,51264000
1998-01-20,0.241146,0.250521,0.240625,0.247656,0.247656,109344000
1998-01-21,0.246875,0.258333,0.243750,0.253646,0.253646,174768000
1998-01-22,0.253646,0.263542,0.251042,0.256771,0.256771,189432000
1998-01-23,0.267188,0.267188,0.246875,0.246875,0.246875,182376000
1998-01-26,0.248958,0.249479,0.236979,0.240625,0.240625,94248000
1998-01-27,0.240885,0.243229,0.233333,0.237500,0.237500,82080000
1998-01-28,0.237500,0.241667,0.231250,0.238542,0.238542,105864000
1998-01-29,0.239583,0.249479,0.239063,0.247917,0.247917,96720000
1998-01-30,0.250000,0.253125,0.244271,0.245833,0.245833,74448000
1998-02-02,0.247396,0.260417,0.246875,0.259896,0.259896,138264000
1998-02-03,0.259375,0.262500,0.254688,0.257552,0.257552,88584000
1998-02-04,0.253125,0.259375,0.252604,0.253125,0.253125,24696000
1998-02-05,0.255729,0.255729,0.243750,0.246875,0.246875,116640000
1998-02-06,0.246354,0.251042,0.243750,0.245313,0.245313,42456000
1998-02-09,0.245833,0.247917,0.238542,0.242708,0.242708,52536000
1998-02-10,0.243750,0.265885,0.241667,0.265104,0.265104,245928000
1998-02-11,0.264583,0.273177,0.264063,0.264583,0.264583,129480000
1998-02-12,0.263542,0.265104,0.259375,0.263021,0.263021,60720000
1998-02-13,0.262500,0.263542,0.257292,0.259375,0.259375,168408000
1998-02-17,0.260938,0.260938,0.253646,0.257292,0.257292,47520000
1998-02-18,0.257292,0.257292,0.252604,0.253646,0.253646,59424000
1998-02-19,0.255469,0.264583,0.254167,0.261458,0.261458,88728000
1998-02-20,0.261458,0.264583,0.255729,0.263542,0.263542,54072000
1998-02-23,0.264583,0.270833,0.260417,0.270313,0.270313,79560000
1998-02-24,0.270833,0.283854,0.267708,0.270313,0.270313,278904000
1998-02-25,0.273438,0.277083,0.263021,0.274479,0.274479,134904000
1998-02-26,0.273177,0.304167,0.271875,0.303125,0.303125,307464000
1998-02-27,0.301042,0.331771,0.299219,0.320833,0.320833,494136000
1998-03-02,0.316146,0.321875,0.312500,0.317708,0.317708,219144000
1998-03-03,0.314583,0.315625,0.297917,0.298958,0.298958,160320000
1998-03-04,0.300000,0.309375,0.291667,0.305990,0.305990,146280000
1998-03-05,0.298958,0.325781,0.296875,0.312500,0.312500,240024000
1998-03-06,0.315104,0.320833,0.307292,0.319792,0.319792,117744000
1998-03-09,0.320313,0.357292,0.319792,0.347917,0.347917,461112000
1998-03-10,0.356250,0.367708,0.345313,0.346289,0.346289,495000000
1998-03-11,0.341667,0.343750,0.326042,0.331771,0.331771,246984000
1998-03-12,0.328125,0.338021,0.321354,0.327083,0.327083,195984000
1998-03-13,0.331771,0.336979,0.323958,0.327865,0.327865,130464000
1998-03-16,0.331510,0.336458,0.329167,0.329167,0.329167,66240000
1998-03-17,0.332292,0.334375,0.324479,0.332813,0.332813,62016000
1998-03-18,0.330208,0.357292,0.330208,0.355469,0.355469,273192000
1998-03-19,0.355729,0.364583,0.348958,0.350000,0.350000,242304000
1998-03-20,0.350000,0.353646,0.346354,0.350000,0.350000,128256000
1998-03-23,0.348177,0.353125,0.344792,0.349219,0.349219,60096000
1998-03-24,0.343750,0.361458,0.343750,0.351042,0.351042,113616000
1998-03-25,0.354167,0.357292,0.337500,0.340365,0.340365,225792000
1998-03-26,0.340625,0.348958,0.331250,0.344792,0.344792,157560000
1998-03-27,0.351042,0.363021,0.344792,0.354167,0.354167,152928000
1998-03-30,0.357813,0.364583,0.354688,0.357813,0.357813,110016000
1998-03-31,0.355729,0.360417,0.348958,0.356380,0.356380,131304000
1998-04-01,0.355208,0.376563,0.350130,0.375521,0.375521,289032000
1998-04-02,0.379688,0.403125,0.373958,0.396094,0.396094,332856000
1998-04-03,0.401042,0.401563,0.384375,0.387500,0.387500,233880000
1998-04-06,0.392708,0.394792,0.367708,0.369271,0.369271,220488000
1998-04-07,0.362500,0.363542,0.353125,0.358333,0.358333,232680000
1998-04-08,0.359896,0.373958,0.356250,0.369271,0.369271,226296000
1998-04-09,0.384896,0.400000,0.381771,0.396875,0.396875,320688000
1998-04-13,0.395313,0.401042,0.383333,0.392969,0.392969,219600000
1998-04-14,0.391146,0.416146,0.388542,0.404948,0.404948,326472000
1998-04-15,0.408333,0.416667,0.393750,0.400521,0.400521,223848000
1998-04-16,0.400521,0.413802,0.388281,0.410417,0.410417,324888000
1998-04-17,0.399219,0.405208,0.393750,0.395313,0.395313,140712000
1998-04-20,0.397396,0.414583,0.390625,0.392708,0.392708,179592000
1998-04-21,0.396875,0.397396,0.379688,0.387760,0.387760,167088000
1998-04-22,0.388542,0.390104,0.362500,0.363542,0.363542,226032000
1998-04-23,0.362500,0.362500,0.335417,0.337500,0.337500,245064000
1998-04-24,0.341667,0.365625,0.339583,0.353646,0.353646,335712000
1998-04-27,0.347396,0.352604,0.321354,0.344792,0.344792,377712000
1998-04-28,0.386979,0.414583,0.371094,0.398438,0.398438,1391880000
1998-04-29,0.405208,0.410938,0.390104,0.397917,0.397917,633144000
1998-04-30,0.406250,0.408333,0.377083,0.382292,0.382292,449712000
1998-05-01,0.386458,0.396354,0.377083,0.393750,0.393750,186144000
1998-05-04,0.395833,0.399479,0.389063,0.396875,0.396875,154704000
1998-05-05,0.391667,0.397917,0.388021,0.390495,0.390495,119976000
1998-05-06,0.391667,0.391667,0.375521,0.376563,0.376563,148776000
1998-05-07,0.379167,0.387500,0.367708,0.379167,0.379167,277752000
1998-05-08,0.380208,0.386458,0.372917,0.384896,0.384896,95856000
1998-05-11,0.387240,0.387500,0.360417,0.361979,0.361979,227448000
1998-05-12,0.365625,0.383073,0.360938,0.380729,0.380729,232728000
1998-05-13,0.377083,0.391667,0.373958,0.386979,0.386979,278880000
1998-05-14,0.383333,0.394271,0.379167,0.381510,0.381510,172008000
1998-05-15,0.382813,0.385417,0.372917,0.373438,0.373438,92568000
1998-05-18,0.375000,0.377604,0.361458,0.366927,0.366927,132360000
1998-05-19,0.373438,0.377604,0.371875,0.376563,0.376563,68472000
1998-05-20,0.376563,0.381250,0.367708,0.369271,0.369271,80976000
1998-05-21,0.372917,0.375000,0.363802,0.369792,0.369792,68064000
1998-05-22,0.368229,0.369271,0.356250,0.358333,0.358333,117240000
1998-05-26,0.358594,0.361979,0.336979,0.341146,0.341146,217680000
1998-05-27,0.334896,0.364063,0.332292,0.360938,0.360938,464688000
1998-05-28,0.363542,0.365625,0.355208,0.358073,0.358073,188256000
1998-05-29,0.357813,0.370833,0.356250,0.367188,0.367188,172824000
1998-06-01,0.366667,0.368750,0.347135,0.356771,0.356771,160872000
1998-06-02,0.363542,0.370833,0.345833,0.364063,0.364063,164028000
1998-06-03,0.373958,0.377083,0.350000,0.352083,0.352083,131628000
1998-06-04,0.357813,0.366146,0.343750,0.365625,0.365625,99912000
1998-06-05,0.364583,0.369792,0.359375,0.368750,0.368750,68544000
1998-06-08,0.365104,0.385938,0.362500,0.385417,0.385417,109260000
1998-06-09,0.386979,0.432292,0.385417,0.427083,0.427083,388728000
1998-06-10,0.430208,0.468750,0.425000,0.451042,0.451042,485700000
1998-06-11,0.460417,0.521875,0.458333,0.520833,0.520833,717024000
1998-06-12,0.529167,0.529167,0.485417,0.508333,0.508333,433116000
1998-06-15,0.495833,0.570833,0.492708,0.547917,0.547917,674028000
1998-06-16,0.556250,0.614583,0.554167,0.613542,0.613542,783348000
1998-06-17,0.632292,0.676563,0.628125,0.658333,0.658333,805308000
1998-06-18,0.675000,0.687500,0.597917,0.601042,0.601042,632796000
1998-06-19,0.592188,0.635417,0.566667,0.631771,0.631771,733572000
1998-06-22,0.622917,0.686458,0.602083,0.678125,0.678125,726360000
1998-06-23,0.675521,0.772917,0.670833,0.772396,0.772396,749268000
1998-06-24,0.791667,0.839583,0.742708,0.831771,0.831771,1174092000
1998-06-25,0.833333,0.872917,0.800000,0.825521,0.825521,1089300000
1998-06-26,0.812500,0.835417,0.781250,0.785417,0.785417,622992000
1998-06-29,0.789583,0.830208,0.789583,0.822917,0.822917,490152000
1998-06-30,0.815104,0.845833,0.806250,0.831250,0.831250,437544000
1998-07-01,0.848438,0.954167,0.839583,0.951042,0.951042,565092000
1998-07-02,0.964583,1.045833,0.937500,1.033333,1.033333,1045596000
1998-07-06,1.061458,1.172917,1.045833,1.162500,1.162500,937668000
1998-07-07,1.191667,1.197917,1.008333,1.017708,1.017708,945036000
1998-07-08,0.932292,0.991667,0.853125,0.892708,0.892708,1166232000
1998-07-09,0.921875,0.970833,0.875000,0.879167,0.879167,589860000
1998-07-10,0.858333,0.882292,0.817708,0.829167,0.829167,499644000
1998-07-13,0.804167,0.900000,0.785417,0.896875,0.896875,384960000
1998-07-14,0.904167,0.964583,0.891667,0.958333,0.958333,507168000
1998-07-15,0.966667,0.978125,0.914583,0.937500,0.937500,352200000
1998-07-16,0.945313,0.958333,0.904167,0.944792,0.944792,279984000
1998-07-17,0.936458,1.004167,0.932292,0.998438,0.998438,356520000
1998-07-20,1.009375,1.167708,0.997917,1.145833,1.145833,718500000
1998-07-21,1.143750,1.225000,1.066667,1.100521,1.100521,946560000
1998-07-22,1.116667,1.165625,1.087500,1.116667,1.116667,559488000
1998-07-23,1.083333,1.154167,1.058333,1.063542,1.063542,556212000
1998-07-24,1.077083,1.095833,0.975000,1.035417,1.035417,579480000
1998-07-27,0.992708,1.061458,0.963542,1.046354,1.046354,576612000
1998-07-28,1.036979,1.050000,0.983333,0.991146,0.991146,414936000
1998-07-29,1.004167,1.012500,0.895833,0.898438,0.898438,392892000
1998-07-30,0.931250,0.958333,0.879167,0.947917,0.947917,635484000
1998-07-31,0.954167,0.959375,0.909375,0.923958,0.923958,268812000
1998-08-03,0.914583,0.929167,0.893750,0.902083,0.902083,258264000
1998-08-04,0.917708,0.951042,0.901042,0.915625,0.915625,561300000
1998-08-05,0.940104,0.942708,0.833333,0.884896,0.884896,461208000
1998-08-06,0.869792,0.937500,0.858854,0.912500,0.912500,372072000
1998-08-07,0.927083,0.990625,0.911458,0.966667,0.966667,468660000
1998-08-10,0.975000,1.015625,0.958333,1.013542,1.013542,370320000
1998-08-11,0.962500,1.057292,0.960417,1.033333,1.033333,563172000
1998-08-12,1.056250,1.095833,1.033854,1.086458,1.086458,402816000
1998-08-13,1.088542,1.125000,1.058333,1.062500,1.062500,492588000
1998-08-14,1.089063,1.089583,1.002083,1.022917,1.022917,388200000
1998-08-17,1.006250,1.026563,0.987500,0.997396,0.997396,292356000
1998-08-18,1.009896,1.076042,0.992708,1.072396,1.072396,360012000
1998-08-19,1.093750,1.114583,1.058333,1.072917,1.072917,385632000
1998-08-20,1.052083,1.081250,1.045833,1.076042,1.076042,317724000
1998-08-21,1.060417,1.085677,1.027083,1.080729,1.080729,302724000
1998-08-24,1.085417,1.125000,1.084375,1.122917,1.122917,278988000
1998-08-25,1.145313,1.145833,1.089583,1.096875,1.096875,287028000
1998-08-26,1.081250,1.085417,1.056771,1.060417,1.060417,327816000
1998-08-27,1.036458,1.041667,0.991667,0.991667,0.991667,320544000
1998-08-28,0.997917,1.007292,0.860417,0.882422,0.882422,780720000
1998-08-31,0.878646,0.896875,0.692708,0.697917,0.697917,820008000
1998-09-01,0.634375,0.721875,0.541667,0.666276,0.666276,1349016000
1998-09-02,0.692708,0.800000,0.683333,0.732292,0.732292,946572000
1998-09-03,0.696875,0.752083,0.672917,0.715625,0.715625,509424000
1998-09-04,0.722396,0.750000,0.683333,0.718750,0.718750,356244000
1998-09-08,0.783333,0.789583,0.750000,0.768750,0.768750,438732000
1998-09-09,0.745833,0.769792,0.694792,0.704167,0.704167,357924000
1998-09-10,0.661458,0.670833,0.627083,0.663542,0.663542,639396000
1998-09-11,0.653125,0.673958,0.612500,0.633854,0.633854,472248000
1998-09-14,0.669792,0.670833,0.612500,0.614063,0.614063,301200000
1998-09-15,0.590104,0.622917,0.586458,0.608333,0.608333,344568000
1998-09-16,0.618750,0.716146,0.595833,0.704167,0.704167,782376000
1998-09-17,0.670313,0.695833,0.637500,0.641667,0.641667,849156000
1998-09-18,0.647917,0.676563,0.647396,0.664063,0.664063,334848000
1998-09-21,0.633333,0.723958,0.633333,0.712500,0.712500,475344000
1998-09-22,0.735417,0.762500,0.730208,0.734896,0.734896,606108000
1998-09-23,0.756771,0.879167,0.750000,0.876042,0.876042,911676000
1998-09-24,0.892708,0.973958,0.845833,0.851042,0.851042,1022484000
1998-09-25,0.820833,0.921875,0.820833,0.910417,0.910417,731976000
1998-09-28,0.969792,1.000000,0.932292,0.963542,0.963542,772092000
1998-09-29,0.977083,0.996354,0.929167,0.942708,0.942708,766716000
1998-09-30,0.929167,0.962500,0.906771,0.930208,0.930208,588612000
1998-10-01,0.900000,0.925000,0.833333,0.855208,0.855208,687840000
